Region,Country,City,Organisation,Prospect Category,HQ / Primary Geography,Address / Office Location,Family / Founder / Strategic Nature,Known Sector Themes,TBP / Regional Corridor Relevance,Possible TBP Entry Point,Recommended Contact Route,Assigned Lead,Family Office Fit (20),Permanent Capital (20),Sector Alignment (20),Governance Mindset (15),Strategic Adjacency (15),Engagement Readiness (10),Total Score,Classification,Priority,Pipeline Stage,Scoring Status,Public Source URLs,Notes / Diligence Flags,Email address,Contact Email Status,Contact Email Source URLs,Contact Email Notes,Contact Enrichment Date,Source File,Alternate Names
Africa,South Africa,,E. Oppenheimer & Son,Strategic Anchor Family Capital,South Africa,South Africa / global,Oppenheimer family,"Private investment, legacy capital, African opportunities",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Investment Office / Principal's Office,Official family-office route,Tharushi / Capital Advisory Team,18,19,7,8,3,7,62,Monitor / Secondary Prospect,Priority,Identified,Indicative scored – review required,www.oppenheimer.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$500M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Reinet Investments,Strategic Anchor Family Capital,South Africa,South Africa-linked / global,Rupert family,"Global PE, listed assets, alternatives",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Investor Relations / Investment Team,Official corporate investor route,Tharushi / Capital Advisory Team,18,19,20,13,15,9,94,Priority Founding Steward Prospect,Priority,Identified,Indicative scored – review required,www.reinet.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$1B+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,Johannesburg,Eric Ellerine Trust Family Office,Major Family Office / Founder-Led Conglomerate,Johannesburg,"Houghton, Johannesburg",Eric Ellerine family,"Listed equities, PE, property",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Office / Investment Committee,Official family-office route,Tharushi / Capital Advisory Team,18,8,0,13,0,7,46,Not Suitable Prospect,High,Identified,Indicative scored – review required,za.linkedin.com/company/eric-ellerine-trust,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$250–500M) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Ackerman Family Investment Interests,Major Family Office / Founder-Led Conglomerate,South Africa,South Africa,Ackerman family,"Retail, property, consumer, private capital",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Investment Office / Corporate Development,Pick n Pay / family route,Tharushi / Capital Advisory Team,17,17,14,8,1,5,62,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.pnp.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$250M+) and confidence rating (Medium) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,Johannesburg,African Rainbow Capital,Major Family Office / Founder-Led Conglomerate,Johannesburg,Johannesburg,Patrice Motsepe family / ARC,"Financial services, technology, infrastructure",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Investor Relations / Corporate Development,Official investor-relations route,Tharushi / Capital Advisory Team,17,19,0,13,0,9,58,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.africanrainbowcapital.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$500M+) and confidence rating (Very High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,Cape Town,Mouton Family / PSG Interests,Major Family Office / Founder-Led Conglomerate,Cape Town,Stellenbosch / Cape Town,Jannie Mouton family,"Financial services, education, investments",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Investment Office / Corporate Development,PSG corporate route,Tharushi / Capital Advisory Team,17,17,1,8,0,7,50,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.psg.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$250M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Wiese Family / Titan Interests,Major Family Office / Founder-Led Conglomerate,South Africa,South Africa,Christo Wiese family,"Retail, property, private equity",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Investment Office / Titan,Official corporate route,Tharushi / Capital Advisory Team,17,17,0,8,1,7,50,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.titan.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$250M+) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,Cape Town,Allan Gray Family Interests,Major Family Office / Founder-Led Conglomerate,Cape Town,Cape Town,Allan Gray family,"Asset management, private investments",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Investment Office / leadership,Official corporate route,Tharushi / Capital Advisory Team,17,17,6,8,0,5,53,Monitor / Secondary Prospect,High,Identified,Indicative scored – review required,www.allangray.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$250M+) and confidence rating (Medium) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Jarvie Group,Major Family Office / Founder-Led Conglomerate,South Africa,South Africa,Jarvie family,"Private equity, agribusiness, property",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Investment / Family Office,Official corporate route / andrew@jarviegroup.com | +27 86 122 7776,Tharushi / Capital Advisory Team,17,8,0,8,1,8,42,Not Suitable Prospect,High,Identified,Indicative scored – review required,jarviegroup.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$100–500M) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",andrew@jarviegroup.com,Official/public email - verify before outreach,jarviegroup.com/,Use official group route; verify current contact before outreach.,8/24/2026,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Othongathi Investments,Major Family Office / Founder-Led Conglomerate,South Africa,South Africa,Buthelezi family / management,"Impact, African businesses, real assets",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Investment Team / Family Office,Official corporate route,Tharushi / Capital Advisory Team,17,8,2,8,2,5,42,Not Suitable Prospect,High,Identified,Indicative scored – review required,tginvest.co.za/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$50–250M) and confidence rating (Medium) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
Africa,South Africa,,Buthelezi Family Office,Major Family Office / Founder-Led Conglomerate,South Africa,Klerksdorp,Vusimuzi Clive Buthelezi family,"Mining logistics, gold, property, hospitality",Southern Africa capital and logistics gateway; Johannesburg/Cape Town financial hub; relevant to TBP's Southern Africa corridor and continental trade/energy thesis.,Family Office / Principal's Office,Official family-office route,Tharushi / Capital Advisory Team,18,8,0,8,0,7,41,Not Suitable Prospect,High,Identified,Indicative scored – review required,buthelezifamilyoffice.com/,"Screening-stage intelligence from TBP South Africa country intelligence report; estimated capacity (US$50–250M) and confidence rating (High) are indicative screening signals, not audited AUM. Sector Alignment / Strategic Adjacency computed via calibrated SBERT cosine similarity (all-MiniLM-L6-v2); other categories are rule-based screening estimates pending analyst review. | Risk level: Enhanced diligence | Source type: TBP internal intelligence report (public-source verified)",,,,,,TBP_South_Africa_Private_Capital_Family_Office_Intelligence_Report_Tier_0_to_3.docx,
